   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 500,         60441,           59948,          73854,      3855,           0,       3649
 501,         60642,           60148,          74666,      3863,           0,       4592
 502,         61134,           60639,         105135,      3858,           0,       5592
 503,              ,                ,               ,      3868,           0,       5892
 504,              ,                ,               ,      3903,           0,       8213
 505,              ,                ,               ,      3906,           0,       7072
 506,              ,                ,               ,      3910,           0,       4963
 507,              ,                ,               ,      3905,           0,       6982
 508,              ,                ,               ,      3924,           0,       4755
 509,              ,                ,               ,      3928,           0,       3988
 510,              ,                ,               ,      3939,           0,       4657
 511,              ,                ,               ,      3935,           0,       3927
 512,              ,                ,               ,      3957,           0,       6594
 513,              ,                ,               ,      3967,           0,       4287
 514,              ,                ,               ,      3979,           0,      10450
 515,              ,                ,               ,      3997,           0,      24794
 516,              ,                ,               ,      3991,           0,      14209
 517,              ,                ,               ,      4008,           0,      16280
 518,              ,                ,               ,      4018,           0,       7858
 519,              ,                ,               ,      4024,           0,      11010
 520,              ,                ,               ,      4015,           0,      11991
 521,              ,                ,               ,      4028,           0,      10702
 522,              ,                ,               ,      4042,           0,       6584
 523,              ,                ,               ,      4058,           0,       6700
 524,              ,                ,               ,      4070,           0,      10068
 525,              ,                ,               ,      4086,           0,       9620
 526,              ,                ,               ,      4087,           0,      77567
 527,              ,                ,               ,      4100,           0,       6148
 528,              ,                ,               ,      4103,           0,      10402
 529,              ,                ,               ,      4116,           0,       4108
 530,              ,                ,               ,      4132,           0,       3978
 531,              ,                ,               ,      4132,           0,      13245
 532,              ,                ,               ,      4135,           0,       3907
 533,              ,                ,               ,      4146,           0,       6053
 534,              ,                ,               ,      4160,           0,       4691
 535,              ,                ,               ,      4176,           0,       3918
 536,              ,                ,               ,      4162,           0,       5070
 537,              ,                ,               ,      4173,           0,       5094
 538,              ,                ,               ,      4179,           0,       3930
 539,              ,                ,               ,      4204,           0,       3957
 540,              ,                ,               ,      4225,           0,       9269
 541,              ,                ,               ,      4236,           0,       4032
 542,              ,                ,               ,      4244,           0,       6366
 543,              ,                ,               ,      4244,           0,       5049
 544,              ,                ,               ,      4273,           0,       4005
 545,              ,                ,               ,      4283,           0,       4108
 546,              ,                ,               ,      4272,           0,       5532
 547,              ,                ,               ,      4293,           0,       4037
 548,              ,                ,               ,      4299,           0,       4089
 549,              ,                ,               ,      4307,           0,       5186
 550,              ,                ,               ,      4323,           0,       4609
 551,              ,                ,               ,      4328,           0,       4066
 552,              ,                ,               ,      4334,           0,       4507
 553,              ,                ,               ,      4342,           0,       6012
 554,              ,                ,               ,      4348,           0,       4103
 555,              ,                ,               ,      4363,           0,       4149
 556,              ,                ,               ,      4378,           0,       5684
 557,              ,                ,               ,      4380,           0,       4248
 558,              ,                ,               ,      4371,           0,       4099
 559,              ,                ,               ,      4401,           0,       5308
 560,              ,                ,               ,      4389,           0,       4585
 561,              ,                ,               ,      4403,           0,       4165
 562,              ,                ,               ,      4407,           0,       4529
 563,              ,                ,               ,      4430,           0,       5725
 564,              ,                ,               ,      4431,           0,       4163
 565,              ,                ,               ,      4444,           0,       4709
 566,              ,                ,               ,      4462,           0,       5187
 567,              ,                ,               ,      4470,           0,       4231
 568,              ,                ,               ,      4483,           0,       4204
 569,              ,                ,               ,      4491,           0,       5038
 570,              ,                ,               ,      4485,           0,       5054
 571,              ,                ,               ,      4506,           0,       4251
 572,              ,                ,               ,      4529,           0,       5491
 573,              ,                ,               ,      4534,           0,       5535
 574,              ,                ,               ,      4556,           0,       4307
 575,              ,                ,               ,      4554,           0,       4405
 576,              ,                ,               ,      4553,           0,       6033
 577,              ,                ,               ,      4564,           0,      12579
 578,              ,                ,               ,      4572,           0,       9255
 579,              ,                ,               ,      4579,           0,       8345
 580,              ,                ,               ,      4595,           0,       4905
 581,              ,                ,               ,      4602,           0,       4309
 582,              ,                ,               ,      4621,           0,       5550
 583,              ,                ,               ,      4616,           0,       4959
 584,              ,                ,               ,      4647,           0,       4345
 585,              ,                ,               ,      4651,           0,       5204
 586,              ,                ,               ,      4656,           0,       5340
 587,              ,                ,               ,      4669,           0,       4373
 588,              ,                ,               ,      4674,           0,       7638
 589,              ,                ,               ,      4692,           0,       5067
 590,              ,                ,               ,      4710,           0,       4405
 591,              ,                ,               ,      4723,           0,       5693
 592,              ,                ,               ,      4705,           0,       4986
 593,              ,                ,               ,      4712,           0,       4414
 594,              ,                ,               ,      4715,           0,       5984
 595,              ,                ,               ,      4733,           0,       4992
 596,              ,                ,               ,      4738,           0,       4449
 597,              ,                ,               ,      4752,           0,       5925
 598,              ,                ,               ,      4772,           0,       5224
 599,              ,                ,               ,      4771,           0,       4922
 600,              ,                ,               ,      4789,           0,       5336
 601,              ,                ,               ,      4797,           0,       5322
 602,              ,                ,               ,      4805,           0,       5300
 603,              ,                ,               ,      4810,           0,       7194
 604,              ,                ,               ,      4807,           0,       5467
 605,              ,                ,               ,      4809,           0,       6118
 606,              ,                ,               ,      4826,           0,       6559
 607,              ,                ,               ,      4850,           0,       5257
 608,              ,                ,               ,      4855,           0,       7385
 609,              ,                ,               ,      4866,           0,       4820
 610,              ,                ,               ,      4877,           0,       7499
 611,              ,                ,               ,      4875,           0,       5385
 612,              ,                ,               ,      4899,           0,       5509
 613,              ,                ,               ,      4916,           0,       6466
 614,              ,                ,               ,      4920,           0,       4855
 615,              ,                ,               ,      4932,           0,       5749
 616,              ,                ,               ,      4945,           0,       7970
 617,              ,                ,               ,      4947,           0,       5743
 618,              ,                ,               ,      4960,           0,       6337
 619,              ,                ,               ,      4982,           0,       5445
 620,              ,                ,               ,      4969,           0,       5857
 621,              ,                ,               ,      4976,           0,       5728
 622,              ,                ,               ,      4980,           0,       7422
 623,              ,                ,               ,      5001,           0,       6467
 624,              ,                ,               ,      5024,           0,       7447
 625,              ,                ,               ,      5034,           0,       5987
 626,              ,                ,               ,      5043,           0,       9483
 627,              ,                ,               ,      5044,           0,       5083
 628,              ,                ,               ,      5043,           0,       8153
 629,              ,                ,               ,      5055,           0,       4835
 630,              ,                ,               ,      5075,           0,       8208
 631,              ,                ,               ,      5091,           0,       4828
 632,              ,                ,               ,      5089,           0,       5904
 633,              ,                ,               ,      5096,           0,       7441
 634,              ,                ,               ,      5108,           0,       6382
 635,              ,                ,               ,      5110,           0,       6165
 636,              ,                ,               ,      5121,           0,       4875
 637,              ,                ,               ,      5143,           0,       4876
 638,              ,                ,               ,      5141,           0,       6289
 639,              ,                ,               ,      5177,           0,       4821
 640,              ,                ,               ,      5171,           0,       4999
 641,              ,                ,               ,      5179,           0,       5429
 642,              ,                ,               ,      5199,           0,       4873
 643,              ,                ,               ,      5222,           0,       5173
 644,              ,                ,               ,      5203,           0,       5242
 645,              ,                ,               ,      5210,           0,       4877
 646,              ,                ,               ,      5235,           0,       4940
 647,              ,                ,               ,      5230,           0,       5380
 648,              ,                ,               ,      5255,           0,       4906
 649,              ,                ,               ,      5262,           0,       4909
 650,              ,                ,               ,      5287,           0,       5628
 651,              ,                ,               ,      5281,           0,       4930
 652,              ,                ,               ,      5291,           0,       4936
 653,              ,                ,               ,      5300,           0,       5429
 654,              ,                ,               ,      5290,           0,       4986
 655,              ,                ,               ,      5317,           0,       4998
 656,              ,                ,               ,      5335,           0,       5327
 657,              ,                ,               ,      5347,           0,       5004
 658,              ,                ,               ,      5361,           0,       4996
 659,              ,                ,               ,      5364,           0,       5344
 660,              ,                ,               ,      5337,           0,       5205
 661,              ,                ,               ,      5345,           0,       5018
 662,              ,                ,               ,      5377,           0,       5332
 663,              ,                ,               ,      5394,           0,       5243
 664,              ,                ,               ,      5384,           0,       5021
 665,              ,                ,               ,      5391,           0,       5431
 666,              ,                ,               ,      5393,           0,       5398
 667,              ,                ,               ,      5414,           0,       5047
 668,              ,                ,               ,      5452,           0,       5382
 669,              ,                ,               ,      5455,           0,       5285
 670,              ,                ,               ,      5454,           0,       5086
 671,              ,                ,               ,      5469,           0,       5512
 672,              ,                ,               ,      5491,           0,       5488
 673,              ,                ,               ,      5500,           0,       5143
 674,              ,                ,               ,      5503,           0,       5467
 675,              ,                ,               ,      5519,           0,       5205
 676,              ,                ,               ,      5519,           0,       5267
 677,              ,                ,               ,      5523,           0,       5789
 678,              ,                ,               ,      5541,           0,       5165
 679,              ,                ,               ,      5557,           0,       5210
 680,              ,                ,               ,      5549,           0,       5717
 681,              ,                ,               ,      5555,           0,       5270
 682,              ,                ,               ,      5571,           0,       5429
 683,              ,                ,               ,      5578,           0,       5598
 684,              ,                ,               ,      5587,           0,       5207
 685,              ,                ,               ,      5606,           0,       5305
 686,              ,                ,               ,      5633,           0,       5591
 687,              ,                ,               ,      5614,           0,       5691
 688,              ,                ,               ,      5625,           0,       5601
 689,              ,                ,               ,      5639,           0,       6011
 690,              ,                ,               ,      5658,           0,       5722
 691,              ,                ,               ,      5678,           0,       5644
 692,              ,                ,               ,      5682,           0,       5990
 693,              ,                ,               ,      5679,           0,       5858
 694,              ,                ,               ,      5688,           0,       6600
 695,              ,                ,               ,      5704,           0,       5897
 696,              ,                ,               ,      5706,           0,       5481
 697,              ,                ,               ,      5722,           0,       9178
 698,              ,                ,               ,      5726,           0,       5748
 699,              ,                ,               ,      5750,           0,      11945
 700,              ,                ,               ,      5753,           0,      11801
 701,              ,                ,               ,      5758,           0,       9963
 702,              ,                ,               ,      5775,           0,       9417
 703,              ,                ,               ,      5790,           0,      11356
 704,              ,                ,               ,      5804,           0,       8691
 705,              ,                ,               ,      5813,           0,      12445
 706,              ,                ,               ,      5821,           0,       8394
 707,              ,                ,               ,      5819,           0,      24405
 708,              ,                ,               ,      5838,           0,      34337
 709,              ,                ,               ,      5858,           0,      10629
 710,              ,                ,               ,      5848,           0,      13098
 711,              ,                ,               ,      5859,           0,       9941
 712,              ,                ,               ,      5862,           0,       8152
 713,              ,                ,               ,      5863,           0,      11183
 714,              ,                ,               ,      5886,           0,      13401
 715,              ,                ,               ,      5896,           0,       9199
 716,              ,                ,               ,      5903,           0,      10056
 717,              ,                ,               ,      5926,           0,       9605
 718,              ,                ,               ,      5928,           0,       9467
 719,              ,                ,               ,      5931,           0,      12869
 720,              ,                ,               ,      5938,           0,      11332
 721,              ,                ,               ,      5952,           0,      11611
 722,              ,                ,               ,      5945,           0,       9318
 723,              ,                ,               ,      5976,           0,      11014
 724,              ,                ,               ,      5973,           0,       9073
 725,              ,                ,               ,      5972,           0,       7308
 726,              ,                ,               ,      5996,           0,      13093
 727,              ,                ,               ,      5993,           0,      10564
 728,              ,                ,               ,      6035,           0,       8453
 729,              ,                ,               ,      6047,           0,      11189
 730,              ,                ,               ,      6049,           0,       8616
 731,              ,                ,               ,      6054,           0,       8267
 732,              ,                ,               ,      6076,           0,      10472
 733,              ,                ,               ,      6082,           0,       7852
 734,              ,                ,               ,      6086,           0,      13025
 735,              ,                ,               ,      6103,           0,      15877
 736,              ,                ,               ,      6079,           0,      12392
 737,              ,                ,               ,      6087,           0,      11371
 738,              ,                ,               ,      6085,           0,      15024
 739,              ,                ,               ,      6105,           0,       9908
 740,              ,                ,               ,      6107,           0,      16149
 741,              ,                ,               ,      6122,           0,      13103
 742,              ,                ,               ,      6156,           0,      11253
 743,              ,                ,               ,      6136,           0,      11399
 744,              ,                ,               ,      6158,           0,      13277
 745,              ,                ,               ,      6173,           0,      10946
 746,              ,                ,               ,      6189,           0,       7556
 747,              ,                ,               ,      6199,           0,      13278
 748,              ,                ,               ,      6208,           0,      12957
 749,              ,                ,               ,      6204,           0,      13868
 750,              ,                ,               ,      6216,           0,       9573
 751,              ,                ,               ,      6226,           0,       9446
 752,              ,                ,               ,      6225,           0,      13906
 753,              ,                ,               ,      6236,           0,      14469
 754,              ,                ,               ,      6263,           0,      13086
 755,              ,                ,               ,      6264,           0,      11227
 756,              ,                ,               ,      6283,           0,      10234
 757,              ,                ,               ,      6304,           0,       7791
 758,              ,                ,               ,      6300,           0,       5892
 759,              ,                ,               ,      6304,           0,      10780
 760,              ,                ,               ,      6330,           0,       7544
 761,              ,                ,               ,      6331,           0,       9477
 762,              ,                ,               ,      6323,           0,       9549
 763,              ,                ,               ,      6337,           0,      10752
 764,              ,                ,               ,      6355,           0,      13838
 765,              ,                ,               ,      6363,           0,      98941
 766,              ,                ,               ,      6382,           0,       6724
 767,              ,                ,               ,      6383,           0,      16007
 768,              ,                ,               ,      6382,           0,      24450
 769,              ,                ,               ,      6393,           0,      10940
 770,              ,                ,               ,      6416,           0,      10159
 771,              ,                ,               ,      6421,           0,      15846
 772,              ,                ,               ,      6437,           0,      21812
 773,              ,                ,               ,      6458,           0,      14766
 774,              ,                ,               ,      6464,           0,      21779
 775,              ,                ,               ,      6469,           0,      13343
 776,              ,                ,               ,      6491,           0,      11731
 777,              ,                ,               ,      6497,           0,      11197
 778,              ,                ,               ,      6463,           0,       8530
 779,              ,                ,               ,      6482,           0,       6573
 780,              ,                ,               ,      6504,           0,      14400
 781,              ,                ,               ,      6512,           0,       8979
 782,              ,                ,               ,      6534,           0,       6476
 783,              ,                ,               ,      6539,           0,      11282
 784,              ,                ,               ,      6550,           0,       6494
 785,              ,                ,               ,      6566,           0,       9232
 786,              ,                ,               ,      6569,           0,       6534
 787,              ,                ,               ,      6581,           0,      11636
 788,              ,                ,               ,      6611,           0,       8538
 789,              ,                ,               ,      6619,           0,      13201
 790,              ,                ,               ,      6618,           0,      13553
 791,              ,                ,               ,      6622,           0,      10264
 792,              ,                ,               ,      6638,           0,      16134
 793,              ,                ,               ,      6654,           0,      10058
 794,              ,                ,               ,      6660,           0,      10648
 795,              ,                ,               ,      6672,           0,       9073
 796,              ,                ,               ,      6672,           0,       8615
 797,              ,                ,               ,      6675,           0,       7669
 798,              ,                ,               ,      6678,           0,       7640
 799,              ,                ,               ,      6708,           0,       7925
 800,              ,                ,               ,      6726,           0,       6640
 801,              ,                ,               ,      6738,           0,       6847
 802,              ,                ,               ,      6743,           0,       6561
 803,              ,                ,               ,      6765,           0,       6275
 804,              ,                ,               ,      6727,           0,       6598
 805,              ,                ,               ,      6741,           0,       6362
 806,              ,                ,               ,      6755,           0,       6659
 807,              ,                ,               ,      6786,           0,       6404
 808,              ,                ,               ,      6799,           0,       6279
 809,              ,                ,               ,      6803,           0,       6852
 810,              ,                ,               ,      6809,           0,       6317
 811,              ,                ,               ,      6844,           0,       6695
 812,              ,                ,               ,      6837,           0,       6740
 813,              ,                ,               ,      6846,           0,       7186
 814,              ,                ,               ,      6840,           0,       6559
 815,              ,                ,               ,      6851,           0,       9802
 816,              ,                ,               ,      6877,           0,       7880
 817,              ,                ,               ,      6888,           0,       8140
 818,              ,                ,               ,      6906,           0,       7647
 819,              ,                ,               ,      6916,           0,       6989
 820,              ,                ,               ,      6914,           0,       7305
 821,              ,                ,               ,      6922,           0,       6441
 822,              ,                ,               ,      6927,           0,       7205
 823,              ,                ,               ,      6913,           0,       6394
 824,              ,                ,               ,      6956,           0,       6952
 825,              ,                ,               ,      6960,           0,       6692
 826,              ,                ,               ,      6996,           0,       6825
 827,              ,                ,               ,      6996,           0,       6573
 828,              ,                ,               ,      6980,           0,       6443
 829,              ,                ,               ,      7008,           0,       7097
 830,              ,                ,               ,      7012,           0,       6472
 831,              ,                ,               ,      6981,           0,       7046
 832,              ,                ,               ,      7026,           0,       6593
 833,              ,                ,               ,      7034,           0,       6909
 834,              ,                ,               ,      7049,           0,       6621
 835,              ,                ,               ,      7061,           0,       6507
 836,              ,                ,               ,      7062,           0,       7100
 837,              ,                ,               ,      7080,           0,       6537
 838,              ,                ,               ,      7094,           0,       6932
 839,              ,                ,               ,      7097,           0,       6697
 840,              ,                ,               ,      7103,           0,       6979
 841,              ,                ,               ,      7124,           0,       7432
 842,              ,                ,               ,      7137,           0,       6589
 843,              ,                ,               ,      7155,           0,       6920
 844,              ,                ,               ,      7169,           0,       6633
 845,              ,                ,               ,      7184,           0,       7346
 846,              ,                ,               ,      7172,           0,       6643
 847,              ,                ,               ,      7153,           0,       7035
 848,              ,                ,               ,      7187,           0,       6776
 849,              ,                ,               ,      7196,           0,       7051
 850,              ,                ,               ,      7203,           0,       6759
 851,              ,                ,               ,      7229,           0,       6709
 852,              ,                ,               ,      7213,           0,       7925
 853,              ,                ,               ,      7227,           0,       6688
 854,              ,                ,               ,      7246,           0,       9006
 855,              ,                ,               ,      7267,           0,       6767
 856,              ,                ,               ,      7249,           0,       7979
 857,              ,                ,               ,      7259,           0,       6712
 858,              ,                ,               ,      7279,           0,       7189
 859,              ,                ,               ,      7296,           0,       6971
 860,              ,                ,               ,      7305,           0,       7133
 861,              ,                ,               ,      7303,           0,       7264
 862,              ,                ,               ,      7318,           0,       7377
 863,              ,                ,               ,      7322,           0,       7374
 864,              ,                ,               ,      7370,           0,       7179
 865,              ,                ,               ,      7379,           0,       7256
 866,              ,                ,               ,      7376,           0,       7153
 867,              ,                ,               ,      7407,           0,       7805
 868,              ,                ,               ,      7391,           0,       9332
 869,              ,                ,               ,      7413,           0,      10426
 870,              ,                ,               ,      7414,           0,       7220
 871,              ,                ,               ,      7416,           0,      10926
 872,              ,                ,               ,      7428,           0,       7543
 873,              ,                ,               ,      7434,           0,      12206
 874,              ,                ,               ,      7448,           0,      12679
 875,              ,                ,               ,      7457,           0,      14266
 876,              ,                ,               ,      7469,           0,       9039
 877,              ,                ,               ,      7483,           0,      12325
 878,              ,                ,               ,      7485,           0,      10101
 879,              ,                ,               ,      7491,           0,       9081
 880,              ,                ,               ,      7503,           0,      12584
 881,              ,                ,               ,      7516,           0,      13185
 882,              ,                ,               ,      7536,           0,      14034
 883,              ,                ,               ,      7546,           0,       7205
 884,              ,                ,               ,      7537,           0,      12575
 885,              ,                ,               ,      7554,           0,       9212
 886,              ,                ,               ,      7547,           0,       7063
 887,              ,                ,               ,      7547,           0,       7688
 888,              ,                ,               ,      7567,           0,       7199
 889,              ,                ,               ,      7566,           0,       7173
 890,              ,                ,               ,      7585,           0,       7144
 891,              ,                ,               ,      7594,           0,       7118
 892,              ,                ,               ,      7612,           0,       7924
 893,              ,                ,               ,      7644,           0,       7143
 894,              ,                ,               ,      7637,           0,       7180
 895,              ,                ,               ,      7637,           0,       7412
 896,              ,                ,               ,      7673,           0,       7498
 897,              ,                ,               ,      7683,           0,       7826
 898,              ,                ,               ,      7680,           0,       9032
 899,              ,                ,               ,      7702,           0,       7832
 900,              ,                ,               ,      7697,           0,       9166
 901,              ,                ,               ,      7710,           0,       7881
 902,              ,                ,               ,      7717,           0,       7178
 903,              ,                ,               ,      7734,           0,       8203
 904,              ,                ,               ,      7729,           0,       7181
 905,              ,                ,               ,      7733,           0,       7984
 906,              ,                ,               ,      7755,           0,       7126
 907,              ,                ,               ,      7771,           0,       7312
 908,              ,                ,               ,      7780,           0,       7152
 909,              ,                ,               ,      7793,           0,       7220
 910,              ,                ,               ,      7800,           0,       7266
 911,              ,                ,               ,      7836,           0,       7620
 912,              ,                ,               ,      7811,           0,       7726
 913,              ,                ,               ,      7830,           0,       7256
 914,              ,                ,               ,      7836,           0,       7242
 915,              ,                ,               ,      7852,           0,       7501
 916,              ,                ,               ,      7853,           0,       7553
 917,              ,                ,               ,      7870,           0,       7274
 918,              ,                ,               ,      7863,           0,       7297
 919,              ,                ,               ,      7895,           0,       7320
 920,              ,                ,               ,      7912,           0,       7287
 921,              ,                ,               ,      7933,           0,       7303
 922,              ,                ,               ,      7939,           0,       7337
 923,              ,                ,               ,      7943,           0,       7369
 924,              ,                ,               ,      7938,           0,       7451
 925,              ,                ,               ,      7956,           0,       7364
 926,              ,                ,               ,      7966,           0,       7431
 927,              ,                ,               ,      7976,           0,       7759
 928,              ,                ,               ,      7982,           0,       7477
 929,              ,                ,               ,      7991,           0,       7405
 930,              ,                ,               ,      8006,           0,       7745
 931,              ,                ,               ,      8027,           0,       7470
 932,              ,                ,               ,      8017,           0,       7790
 933,              ,                ,               ,      8037,           0,       7766
 934,              ,                ,               ,      8026,           0,       7706
 935,              ,                ,               ,      8053,           0,      14010
 936,              ,                ,               ,      8074,           0,       7531
 937,              ,                ,               ,      8090,           0,       9868
 938,              ,                ,               ,      8074,           0,       7705
 939,              ,                ,               ,      8080,           0,       7617
 940,              ,                ,               ,      8096,           0,       7717
 941,              ,                ,               ,      8123,           0,       7574
 942,              ,                ,               ,      8120,           0,       7498
 943,              ,                ,               ,      8133,           0,       7524
 944,              ,                ,               ,      8159,           0,       7623
 945,              ,                ,               ,      8165,           0,       7550
 946,              ,                ,               ,      8180,           0,       7633
 947,              ,                ,               ,      8188,           0,       7641
 948,              ,                ,               ,      8164,           0,       7548
 949,              ,                ,               ,      8183,           0,       7544
 950,              ,                ,               ,      8218,           0,       7606
 951,              ,                ,               ,      8216,           0,       7721
 952,              ,                ,               ,      8224,           0,       7910
 953,              ,                ,               ,      8235,           0,       7595
 954,              ,                ,               ,      8247,           0,       7614
 955,              ,                ,               ,      8256,           0,       7623
 956,              ,                ,               ,      8271,           0,       7649
 957,              ,                ,               ,      8286,           0,       7625
 958,              ,                ,               ,      8327,           0,       7660
 959,              ,                ,               ,      8322,           0,       8132
 960,              ,                ,               ,      8299,           0,       8044
 961,              ,                ,               ,      8309,           0,       8155
 962,              ,                ,               ,      8324,           0,       7622
 963,              ,                ,               ,      8344,           0,       8253
 964,              ,                ,               ,      8351,           0,       7653
 965,              ,                ,               ,      8361,           0,       7807
 966,              ,                ,               ,      8387,           0,       7668
 967,              ,                ,               ,      8383,           0,       8447
 968,              ,                ,               ,      8380,           0,       7731
 969,              ,                ,               ,      8383,           0,       7779
 970,              ,                ,               ,      8398,           0,       7674
 971,              ,                ,               ,      8398,           0,       7803
 972,              ,                ,               ,      8430,           0,       7772
 973,              ,                ,               ,      8440,           0,       8255
 974,              ,                ,               ,      8449,           0,       7844
 975,              ,                ,               ,      8458,           0,       7805
 976,              ,                ,               ,      8447,           0,       7823
 977,              ,                ,               ,      8461,           0,       7822
 978,              ,                ,               ,      8493,           0,       7915
 979,              ,                ,               ,      8495,           0,       7966
 980,              ,                ,               ,      8493,           0,       7810
 981,              ,                ,               ,      8496,           0,       7820
 982,              ,                ,               ,      8539,           0,       7834
 983,              ,                ,               ,      8526,           0,       7997
 984,              ,                ,               ,      8527,           0,       7847
 985,              ,                ,               ,      8541,           0,       7835
 986,              ,                ,               ,      8550,           0,       7862
 987,              ,                ,               ,      8559,           0,       7972
 988,              ,                ,               ,      8564,           0,       7930
 989,              ,                ,               ,      8577,           0,       7962
 990,              ,                ,               ,      8597,           0,       7848
 991,              ,                ,               ,      8601,           0,       7967
 992,              ,                ,               ,      8615,           0,       7863
 993,              ,                ,               ,      8622,           0,       7994
 994,              ,                ,               ,      8643,           0,       7889
 995,              ,                ,               ,      8649,           0,       8028
 996,              ,                ,               ,      8656,           0,       7944
 997,              ,                ,               ,      8663,           0,       8469
 998,              ,                ,               ,      8671,           0,       8083
 999,              ,                ,               ,      8680,           0,       8002
1000,              ,                ,               ,      8693,           0,       8085
